l7GQ-fR-DsA	tea
D945jBD5nto	rain forest
YF5SBpb77aw	publish sign
ccjPI3rrgFA	publish explaination
PTRKcoX_N4I	public transport
O1w1Slb52TY	public protest sign
k4DJ-NyzryE	public protest explaination
7eweVIuaKLw	Runway 1
Db8e9hjw2As	runway modelling
ESCy3p5iOZQ	Roman Numbers
Ps7CaOQsHFQ	rock dam
4UH8Dr9gql0	Refugee
Gknf3MROdyw	nausea and vomiting
8huU3-87Dzc	natural disasters
MvWHKPWHQc0	Nuclear Family sign
1fclZbHqqt4	Nuclear family
x91uBXsvGkY	Net Domestic Product NDP
IRR4VEo1YTc	consumer and product
a-Wqy8ybnzM	dairy products sign
Cx3UsHU2cEo	means of production
gkSKahmvMmg	dairy products
NBmxsTfON0I	demand and supply
4Mw-Z89GPSg	mode
GYAnF-rsCxc	ability to pay principle
T533UdNDrYk	aggregate saving
hYtlF_alkZE	aggregate demand
miUHtqHsu7Y	affluenza
DWpLY0_HdJo	aerosols
oEthGHgC7ds	advertising campaign
I_Q4gjXjUiU	adventurers
jn-fuvpE5Vo	adventure toursim
bFCFx-vAUSk	advance
WE5-m-xEp-0	Adult Education Centre AEC
FzTKdWtnn-4	adjectives
sDP_2ANFe5A	adjacent angles
0R_SNzO-vYk	adaptive radiation
G6kz8_a1R3M	adaptive expectations theory
RhjgVqpdN_Q	ad valorem taxes
Hahn4Y-LLRk	active tourism
2HqgXgbKtlM	action research
OUtvcZ75JQU	acronym
SJp_x53HHC0	acquired deafness
pgty72sx2-I	acid mine drainage
RTvhPkaYLZQ	acclimation
MfiDT5Kjjg8	accelerator
B4ZPtwHTjRM	Academic Bank of Credit ABC
WWc0hEZC4fA	absorption
Q6jlggADKq0	aborigine
_9u9qYO7IJQ	absentee ballot
cK_buDzSjq8	absolute advantage
Pc3-b1NsaiE	absorption pit
bKMOA-mYBPA	absolute temperature & absolute zero
9qcrpNtWRps	alpine plant
BCgIjVCyQvY	animal fibres
zETsO5ZKzls	ancient forest
QxGxy7gKvE4	ancient civilization
XtzkVrQ-WTI	ancient alphabets
E7BMw23FSlw	Ancestors
HV3SmGykpEg	anaerobic
mrO0amIQsJI	anaerobic digestion
1QOKpDofo7c	anaerobic bacteria
fTRlqQCham4	amoeba
XFEwKvMjHQE	ammonia
JINmcb_Er78	aluminium
POKInHKa5-A	altitude
PlM7o6mvwGc	alternative tourism
i8QyWEccPqg	alternative fuels
Kp_ODYiiwxI	annex states
ZYwAlXSO-Mc	anoxic
kT6LlK6m4CA	anthropogenic
07LMSl6lbWM	antitrust policy
V8YZa6FJJdc	antonymy
aEO82XVwzJ4	apostrophe
62H0GTMEBPs	application efficiency
uOQvl-iI1Po	Application
81U4QLIs8xo	appreciation
aSAFXAtIm5o	appropriated carrying capacity
g_dbApQyDE0	alloy
a3sYkMUcKuI	allocation of resources
Wtkf9lhCtCU	alliance
tpi3oLiTZFM	alkalis
62s9pYcDK6I	alien species
8gqvfkTcbLI	algal bloom
CZGDadlKLHE	albedo
RHYL8WsY_Ik	air quality
HQzvy35-pOE	air pressure
MQBmNzfyE2w	agroforestry
ysTz0EiLyaA	aggregate supply
-r0D65xcZjE	articulatory phonetics
xSWs8Brei3E	article
Gn1viBWRmdM	arithmetic mean
RvwzTeJttbQ	arid regions
ZfEGCs29EiE	argon
gl-xvBBrxq4	archeology
ZT5p-G9vQzs	arable land
gfwQBVKRKPg	aquifer
oZ9qEyGR3es	aquaculture
dejb5xQ2f4k	Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homeopathy AYUSH
_UGJWxohKG0	benchmark
IdfaJYeSMrs	benefit principle
n5aNaI9e4W4	beehive
TKVdepN8RwE	beaker chemistry lab
T_c_i04SUcs	baseload
tP_p16cVxCg	bar graph
cmDKwhOyz7A	bank statement
JTYiJpvynxY	ball bearing
vB6TvAVtn-c	balance of trade
422jl-9dcDE	balance of international payments
lTwSCpOqBVQ	bagasse
BzoHFNEabiw	baffle
MuBzla5-qzU	backup
5V_qeVQ0zm8	backflow
XFZzC1P8ddk	back date
Bo5WrsjrwsA	Bachelor of Vocational Education B Voc
4SH48yMKcMw	Bachelor of Medicine and Bachelor of Surgery MBBS
FtYituzn0Ac	babylonians
Qb9f8uDHD64	axiom
Pb5UGcAg_44	avoidance
pbROvlfVN1o	average tax rate
6bzo-fDWYlk	average propensity to consume
CjpzbTLuXYk	average measures
e6iAvQkmaTM	available water capacity
NOvgXk426oQ	autotrophic
t43uDp6gdTw	autonomous government expenditures
Os5NM15rOng	Autonomous degree granting College AC
2YYudOnvCzA	automatic stabilizer
X3xp4tb5ccU	authority
hp1eD6qHsk0	auditory phonetics
KoENT_D3XAE	audiometer
O2mDQKukslU	attribute
LqDqvw3QJxY	attraction
jV-XVFiugwI	Atoms
JUyVirNCtgc	Atomic Energy
GzrC5m4sXWA	Atmosphere
fpHgc7DL9kY	asterisk
Crib7mroW9E	assyrians
OK3Csmz3-es	assumption
UzIC3DVO8UI	association
GmlDQGaq_-o	assignment
SzE5oH6rhAg	assessment
lToAKJXu6Kc	Artificial Intelligence AI
g54FfKnDuRs	bioenergy
2KFiPLI2CHk	bioelement
hYjNXV-i93c	biodiversity
mFxgrg0g26A	biodegradable
kxT5LVogtzc	biocoenosis,biocoenose, biocenose
VvS0eXD_cYU	biocapacity
Yl3FO9NKWjc	bioaccumulation
m_kbWvdBJP8	bimodal
5vYB7RIIhOA	billboard
RdgCvT2ycSQ	bill of exchange
dDrFcyJBhhQ	bilingualism
5KYl3Mtot9w	bigger integer
oOofuUXDw08	bi focal lenses
A33P53EXSmA	bicultural bilingualism
dka_1Zup-kU	best practice
aADtz_4ns8M	Board of Assessment BoA
Zgpehee28vQ	bluewater
TUUX6CVbOtI	Block Resource Centre BRC
xZEkpLCHW2s	Block Institute of Teacher Education BITE
EG3TY7PTebs	Block Education Officer BEO
Eyj8gSJ1284	blackwater
DOgHjmK2zy0	bisector
gZ0j7EKoePo	bioremediation
4YUQCo9V-HA	bioregion
bNEl_QfsTJ8	Biophysical
KJkzAdiFwnQ	biome
VsdaDKloDng	biological oxygen demand
tbgZFCtS1G4	biogeochemical cycle
PvE3YE2JAV8	biogas
Lq69y-dmKUg	biofuel
PmlbB7Cslkc	Bombarded
WirPhWpauAc	board or board of directors
xgY62N1lKq8	Board of Governors BoG
YxVV3mKiIb8	borrowing linguistic
wLxctc1JQH0	boreal
O0s0AwGy9oU	boom
MRE1N2zkI7Y	brand leader
ZjymbukhrwE	certificate of inspection
V-BDt7NZrCE	Central Institute of Educational Technology CIET
gvOQ_EW3YVE	Central Advisory Board of Education CABE
eudl5tC28IQ	cells
ERX_3OUkXi8	cell wall
zZgrqmufMOA	cell membrane
78nlA9g3mrc	cathode
nG5FP3BZl8M	cash with order CWO
udrwCHJOk7c	cash in advance CIA
z4aeWmnBDMU	cash generation
6yLU8syLJ68	cash flow
ETIiT_f4erM	cartridges
d4AcFjJ4dnE	Career Management and Progression CMP
vmpA81psKTE	carbon
rehp-d7-tdI	car pooling
T_fvB-mLosA	capitalism
n8A6bYvyzPw	canopy
xKOEme9YWco	calorific value
OejdgD_-Ef0	calorie
SCdswzj6XcM	business tourism
F3u6bLy_S1s	business cycles
mKRdnt0Ls7g	burner
R03kp17bX0Q	budget
OynXo0ZaO9k	budget travelers
0-cbr2FW-Tk	budget surplus
tHf82fOTggc	budget revenues
QSWmIm8sAfU	budget deficit
C7tojw_dz8o	budget balance
0hVmE_Nweg0	brownfield
nTf0EuBCPM0	broad acre farm
ZNie6kdZRG8	British rulers
c9QFA4Ds8k4	branding
jByt2JzwGQE	brand
0yUYsTCfg_k	brand stretching
6oKh-xe6_vQ	brand manager
sI95HPIYKPs	brand loyalty
43v_fJhyxZs	brackets
n04z5ty2X-I	borrowing, core borrowing, cultural borrowing
2V8m-LgM3Gs	cogeneration
D2w00bI0lHk	coir
fTWE1TQ2wTk	cohort
ZvZycrVr_s4	code switching
5xqIvm0iuSk	codes
sfRxLcGY9Jk	code mixing
8eqzr3ovD_Q	codebook
pZ9HM-dSwgU	cocoon
QiPxMr2spt8	coastal areas
uoYjgj9xGtM	coal mines
uEN6n6MMfsU	Cluster Resource Centre CRC
sOj_33r8tvE	Cloudiness
t5wJUbPEonA	closed question
FTX0_Yhy-3I	clock in or clock on, clock off or clock out
O8IXaEuHPjY	clinical thermometer
2MGMYSOZayU	classification
wykvd7vzV3s	classical economics
aN4dUkVZx38	class participation
qdH_RcsZb6Y	ciliary muscles
mIOdxmHEuPc	Choice Based Credit System CBCS
bFr6Hq6_XNk	Child Of Deaf Adults CODA
31BLcGJefPU	Chief Executive Officer CEO
zDyz-6OPQM0	chicago school of economics
_gr2oYFM0vk	chemistry
0TVxI9PrMKY	chemical properties
MAGUvIeQD9Y	chemical composition
F6RbJiY1FwU	chance
SE-KbcdF2_8	certificate of origin
LyiRB7CSGSs	certificate of manufacture
XO7exazwWkY	certificate of Insurance
z05XpjMv664	congenital deafness
SQYLY8vurjU	confounding variable
t4XFvok0BwA	confirming sample
TWGv9byxJmg	confidentiality research
DKjzJhIx_84	conductor
QyZfKlvR51w	Condensation
ShsLPbOJKg4	conclusions
yGaa-8xFeTM	computer search of the literature
_XEB5orrp8k	comprehension
AT1s8cRpUYk	compost
um72fUJAYSY	competition
_Qh-Au6EWGY	competence
RAG5cssgozk	compensatory fiscal policy
wWlkq69r5XI	communication options
Q03cngRM2ug	communication challenges
RVolUqPaBNY	common salt
AtNUGUVcgGo	common noun, proper noun
WQ0EYHl9AJk	common minerals
6mVLCkYZgQs	commission
LnvtSsyE0og	Commercial
A8UfY7ZZ1To	commercial Agent or Sales Agent
cYb6UyEysw4	comment
O9VKko-sWjI	commas
Ci8nihyUq6E	command economy
KNA_AAKnRk8	comets
gHtE7sKhTko	colon
lFFbsxtjM7E	collect data
Z1rDoFVSpN8	collapse
tX9AUf_CY7Y	collabrate
oaS9tH5IY9g	collaboration
ce0y-_A4B_I	criteria
n1TOOgPVOfA	criteria exam, standards
-DJtM6Am7j8	crisis
pBB4evvgiQM	coverage
h7VShioY7rI	covenants
GnOy6Gx1ScI	Coupled
AaucknnV6cI	countable noun, uncountable noun
yuN0HMXejJk	Council of Architecture CoA
43pXayTSmv4	cost, additional cost
7H4J8Ov0uR8	cost benefit analysis
E1izmqBFqpo	correlation
BJAVdXnYmSw	convex lens
QcS-XjiGvu4	convection
obgR1tOoI_U	controlling shareholder or majority shareholder
nmT-E3Qsrsc	controlling interest
8o4_pDIuhjI	contractionary gap
4EwGV92raFM	contour ploughing
WNyZ2FE_5YQ	Continuous Professional Development CPD
8twtqIKX_mQ	continuous assessment
lluoDERKHDs	content words, function words
H4zgswPCMFo	contact lenses
NWVqNqCk-5s	consumption function
mHO0NNQforM	consumer price index
vOLJagPD2LU	consumer expenditure
8I98BNjJc2c	constitutive definition
Ap6_e8Pvua8	constitution
iUmhhGruEYA	constant
Osuhde9kf6Y	constant returns to scale
d637sBfWgAg	consortium or consortia
IlFa-dZbP2A	conservation
pbNal24HKXo	Designation
q7V_KSz6FrU	desert plant
Ds13z0KStO4	desalination
Nlo2CJyCGEA	deregulation
GvJHI4k29n8	deposit
L6Mqb2-JsUI	Department of Science and Technology DST
d-uIU3gVQaM	Department of Empowerment of Persons with Disabilities DEPwD
SUHiNBS8Yoc	density
HZTzwdMx2J8	demand side effects
Zyj0G9YBR70	demand pull inflation
hIKH2RnqR4E	demand management
_l_OQJ4o8M0	degree celsius °C
W5jFqBthJRc	deforestation
Mptmr7I3LmE	deflationary gap
rpxlflfq39E	defence mechanism
RSqnqpTFy3U	defect
KWiSAfQNr3I	deep sea fish
I149pyFu9B0	decimal
Ndkzmc0wGwI	deciduous forest
s0OfmVWDzY4	deafhood
bfEwkE3zog0	deaf suppression
-xBNF7AwIRY	Deaf role model
CDbmtMLYl2s	deaf identity
cHAInL7roiE	dead sea
qsCi9xaIUyk	data
oDe_bspopkQ	data handeling
39g7FnRqlfI	data book, log book
M_iwB_OaWnE	data analysis
UJyn3N5Qpq8	dash
D9vv5S6ZoJ0	cytoplasm
JHOan2kvwDY	Cyclone
FAvtbs_rUow	cyanobacteria
yIxr6h-WbTM	cut and fill
ECVp_3YBKeA	culvert
TTOxRDbwGx4	culture, deaf culture
Nu60cO7cDmE	cultural tourism
tt6fxmeCsaY	cultural heritage
JCXtU8qjseY	cultivators
2GHBAE-EFY0	cultivation
0UGpELo3gew	cullet
NodUQTM_5uI	crystalline lens human eye
EmlRwkyXEBM	Cryptosporidium
LaeNBX8qeU4	crowding out effect
-4mhH0nLIvY	critical theory
7evwHjmaIT4	criterion referenced assessment
h_e2lXK4v-s	discount rate
4_JuCW03810	Directorate of School EducationDSE
Rt9GpMBujAU	direct observation
7aM2jhHKAA4	direct government purchase
nq2Jj-c0Kg8	direct assessment methods
jep1WhkaJHM	dinkus
dhsuGfM4Jsk	dilution
HDP4RQJSaug	Digital Infrastructure for Knowledge Sharing DIKSHA
Ej9e8LuV9bM	dietary fibres roughage
i_H9RkauAa8	Dieback
hVD62oH4ksA	dictionary
RHKPFyvkWpE	developmental psychology, physical growth, psycho social development
zbG483LrUng	developed countries
flY52KmLRNA	devaluation
LklRZpMxukU	destination
IA_vFB_lZcI	diseconomics of scale
BYjx4ZoqDu8	discrimination
_3IewmjDyrg	discrimination against Divyangjans
cZjn6tbTYAs	economic goods
1Hue9Z6vjyY	economic development
n2iso_jcusA	ecolabel
SZ0l-QyQoeY	ecohouse
U2c0xzMNr7U	Eco
AbWesHULtLg	Eco system
Rphl7fqY7pk	easy money policy
KKOb5qNgP5A	Early Childhood Care and Education ECCE
SWJt23EGQjE	durable
kHTZwo2y6A4	dumping
H8bvBdGVMK8	drinking water
hDeyfrhxjus	drift net
RpokNFVxUIY	draught proofing
UeaplwkHiWk	draft, drawer, drawee, payee
A4UKyrW2SzM	downstream
ri_UB2jja2o	downmarket
rQU6bQTn8W0	double taxation
QXQfMXNsV1M	double bar graph
gh-j3RfTA4M	Doctor of Philosophy Ph D
kpdyDMNAab0	diversity in sign language
8xKvkDFOD1g	District Institute of Education and Training DIET
BTms-FSCpNU	District Education Officer DEO
s26tvNfYjqE	distributed water
l_YKvoQOz9E	distinct point
sECqm6Ee290	dispersion of white light by the glass prism
qBMLjVagN8U	discrimination against animals
tV9GEPela8o	discretionary economic policy
QqBg6xJk-qk	economic growth
54bkZw9Iuus	economic system
8KlSLUnlUeA	economies of sacle
V4U632uGg_E	ecotoursim
xAeCpjNNvz0	e cycling
2C3Iy98N60s	edible, inedible
aZqCwnH5cx0	effective assessment
RLx5QVpBA1c	efficiency
9Z2anLxPWLM	effluent
lvy1nNvAKwk	egg shells
oGYo1vTesWY	egyptian civilization
I39G2rxwh4k	electric vehicle
pVkhiPisgwg	Eminent Expert Committee EEC
qU4Ax21HfIc	endangered species
UPjNJoTHIF8	enrichment activity
kfVH9Cm27-o	equilibrium level of GNP
KgEQ_A9vNs8	enrolment activity
IYtlyHZR-24	enrolment
ERSZ3I4KG7g	environmental proctection policies
cwrAIf0EedM	equivalent fraction
HYShepZdx9w	erosion
sniHdumIUK4	estate tax
bEKKPELq2aE	estuary
qCo18q9Q3zM	evaluation
kHv7SNy4nfI	evapotranspiration
wOURVDj6-kE	e waste
WyfxMkWZaCg	ex ante distribution
5tZbidU8ZRk	excise tax
29Ybv67-_v8	exclamation mark
EhIntOe5GRY	excursioinist
CJhptHhWWLc	exhaustive expenditures
vv4MsbLmGWI	expand
FyJhw_CGQgw	Exploitation
FEjow5xCcSY	exploration
oiTxm3gTwvw	export licence
cjHdZaOixKc	exterior angle
Mvq6RwimrlI	externality
twuV6UXoYEE	external costs
S7cdrrq14dk	extinction event
SS7jT_lZbL8	extinction
LWkrQTIytt0	extrinsic tourists
Tx1ay7K-REw	eye donors
8r5oA78fQaM	eye lens
w7MK1mSKNu4	Factorisation
oGE_0zYF57c	factors of production
TSaXo0w5Z4w	Factors
Jy7wU6IMHqo	Fangs Poisonous  teeth
HSlrh8OLIC0	field work, field visit
-d9U3fFlIZg	figure
AaKG3zVIkx4	fill in the blanks
E-bh-FgW6kk	fiscal federalism
_2Ds-K2UJ68	fiscal policy
WBCikTlD8xM	Fission
_be3_yA21Zo	fixed exchange rate system
mqQDksdxot4	Flask
Qtqki62bTGc	flat tax
icU--bYFfyE	fleece
YR8OkKgbbJI	floating exchange rate system
KMHtqzlJyQY	fluctuate
qsD0JgjkGUg	flyway
MyuF7rMAgZI	food chain
h7ua1HzYjX8	forage
p_XfUFDjTy8	foreign tourist
Oy_x-gcvfMU	global economy
44-NJlbe6pQ	Global Citizenship Education GCED
2pPwmPdpwrc	glass prism
pdhpiglQ7E8	gifted children
g787Ji7v8ls	gift tax
NpQuqj330VE	Geometreical
w6iQHcVAY7Q	geographical facts
BDyWWY6VL8E	genome
he_bK6p2AK0	General Financial Rule GFR
dNVXJBTnFLE	General Education Council GEC
AG4BaZPHir0	gender discrimination, women's oppression, sexism
T0ZWH1t7GMs	Fusion
b--4rRoooHY	fungus
typC0z-twg8	full stop, full point,  period
V_cK_Dnme5Y	Friction
P6JQaNSvurg	freeport
Axo8LGRPHu8	free enterprise
3Pcck3AvA0Q	formative assessment
LvVbKMDy4Oc	forest floor
qdDazJU3oFo	grading
uG1uS_TfB-M	government transfer payments
cUukRICwHM8	government failure
koOzQSkweDs	government expenditures
vfujmgR4G2Q	government dept
J-ywKyHMJdI	golden age
wi5-OOj3e8I	goals
xRGsLLUyKmI	GNP
GyMC4vwu_R4	Gravitational
8sD8PZJ4PhM	Gravity
4Lm6LStjjwg	greater than
TKSUH3tC6F8	greek civilization
KQi6IrKMs4s	green revolution
Ini4qrfzxX8	greywater
jElVB_IEzNI	Gross Domestic Product GDP
tQQ6_8YNB_U	groundwater
A_9bWgYVy0g	hard of hearing, Deaf as per RPWD
4JXoVzFt3VY	Health Tourism or Medical Tourism
WK-ULGJ626I	Higher Education Commission of India HECI
6CW16WpDmIU	heterotroph
3pJzqpTYn74	helium
DEAShp9nxl4	Heater
lE6GbFRu5II	hearing loss
awmglYgq8Z8	Higher Education Grants Council HEGC
TBASsG_IE9Y	hyphen
Yf7vgFz0nhY	hypermetropia
Pc3D52pGzJg	hydrochloric acid HCl
4ZfGZxj-UZ8	hunters, poachers
ax-JQUNK4yc	household waste
hB6dqjcAzJ4	horizantal equity
u_vFvyj0gX0	homophone
F-BsTeMLr-M	homonomy
rfdFBTQqtfw	homebodies
gIkh0S_FlFc	holistic scoring
bWDgfJgWXU8	hoarding
DyACjV-NOgs	highlight
UTOxwEJM_ts	Higher Education Institutions HEI
35sKRjnwXOo	hypotenuse
xnfhz-hu3H4	Iconicity
JG8rC3nGHFM	idiolect
nSfyib18O8U	imitation
3v9LxsRVikU	implement
KyNVhOXQ_eg	import duty
uJPzYy2Alk0	import licence
O1uSPWW9Q_E	incentive
rZGmRayloA8	Inclination
_mPin8QnvZc	indexing
CWLzmSnBC7Y	Indian Council of Agricultural Research ICAR
ZWor1sb2IE8	Indian Council of Historical Research ICHR
Cr7cGk7jV30	Indian Council of Medical Research ICMR
RGOziXbz_Tc	Indian Institute of Management IIM
pXxbeT_B8nY	Indian Institute of Technology IIT
DBU898pxY_Q	Indian Institute of Translation and Interpretation IITI
p1jN66pEvdU	indigestion
bBUwNSN-Ocg	indirect assessment methods
3UdlS6OrvZQ	indus valley civilization
EKmSN8AIhH4	Industrial Training Institute ITI
oroIffVq6eM	infant industry
sFrTkxbxtRo	infiltration
Mw2XXZYJSfI	Interconnection
211G6_VKTR0	intelligence
ofm9FwbFB4U	Intelligence Quotient I Q, I Q test
WPgGH-OJpYQ	insulator
mBuZw-j4qRI	introspection
oCZWyPph3J8	intersecting lines
YToufOPCYOU	interrelationship of plant
GxxYfQptEwk	interpreting practices
UwWf2yA2Bs8	interpreting ethics
V8IsxabM7V4	internship
TeegJIe5zTs	instrinisic tourists
OTc5lCEnv1Y	Institutional Development Plan IDP
0TZ0IRNCrts	innate
2F_sB-_kynE	ingredients
cmcNrOlLEqA	Information and Communication Technology ICT
FBxf5ruvl-8	land fill
3U6uRZzcaEE	land breeze
kPZWoItOfo4	labour union
0PLRFJyDTRo	kingdom of animals
ks_hcrFJKkM	jupiter
7DlctxKtxIU	joint venture
1pQDSS8d7bk	leisure
UmMSQYdynqc	legal rights
JYMQHs4qAeM	leaching
DSledd6xLDA	launch
7PIQV27L7xI	language variation
BUt9elJDnCk	language shift
0H4M_2NCgWg	language learning
3lg0nP-3l3c	language ideology
6qbwBeDG3xk	language equality
g29A4RhN9YM	language death
B5SXSx4zmn8	language contact
zPW78EVbbu4	language change
04u6vRtbDGU	language attitude
UuR9z5IxIv4	language acquisition
szFntAQ7Drw	Landmass
pJszxAHO5IQ	linguistic minority
LntkL92P4uk	linguistic identity
E8CHFMvKnm4	linguistic diversity
eFHJAQZeM5s	linguistic communication, non linguistic communication
hwyvhTfKYZ0	lingua franca
vXaatXAtZBA	line segment
-FhRhSfKEjE	Limitation
Tonwq6mx5pk	lilacwater
NM8U4Zgsatw	life cycle
YVXThOFRmCw	liberalization
NJ2k7W7Mdzg	liability
G9nT18CDSh0	LHS
Uq3-IRtbDlo	less than
mvR_H6LlaAA	loam
SXTMYgzocOo	litter
HU4ZlCQRB6A	market challenger
WXT6mMbxAGU	margin or profit margin
Y5wwMyDj2Kc	magnesium
ScM4-yzyqLs	meat product
S6VJA5QHyS4	mental age, gifted children
jlwsHRLehig	misconcept about deafness
HZgo0bEcBFs	Ministry of Women and Child Development MWCD
0OczdYVvwLs	Ministry of Human Resource Development MHRD
WUieKuuLcyk	Ministry of Health and Family Welfare MHFW
T-LKdoYt8kA	Ministry of Education MoE
pHZnyjGuMME	military power
PNlBZETUGy4	mild hearing loss
XYNV57vsX1Q	middleman
NqUFEiO-yZc	MHRD   explanation
qkQ7aF8sEsU	meteors, meteorites
Ym7zK4-8mLI	metallic minerals
FzNnERQXD20	mercury
z6lx9Z8hN9c	Memorandum of Understanding MOU
aVmVNPzuP08	Meeting point
XrsZEW2zbyo	measurement
1tGhou055C4	master trainer
fzW1jPuq_Zo	Master of Philosophy M  Phil
v6Ze-C4BLtU	Master of Education M Ed
tQBXruzplHI	mass tourism
sUx6Tc9RffM	marsh plant
X37QmIyRBBs	mars or red planet
iDR3Hq4oQTA	marking scheme
joNTiauPBsg	market economy
_JbUX8BCQ9Y	loophole
bvQqyGWvCig	Location
dsk-w8d1qsk	multi level marketing
lcRTjMTc07g	Multidisciplinary Education and Research Universities MERU
SrfdufXlFSU	mulberry silk moth
ikAAjyaNhII	Mughal Rulers
0aBAHzPjk-0	mouthing
OF0KJvEOuq4	multilingualism
PR79A9GDeWY	monoculture
2keEqCOk_RM	molecules
xOxe-T9cytU	modes of linguistic communication, aural oral, visual manual, visual graphical
k3oMFH-qtD0	moderates
WOQupdAJKgk	moderately severe hearing loss
EM9ELDGlU20	moderate hearing loss
XMm7ZENEAoE	model answer
UGEPt10tP7o	mode
eHxACb2mmtE	mixed fraction
BKRtT8sMvIM	National Institution for Transforming India NITI
PwiCqcNqey4	National Institute of Technology NIT
H7Jq3Z4jptk	National Institute of Open Schooling NIOS
hFLkprPrEK8	National Higher Education Regulatory Council NHERC
LsUBlegmlF0	National Eligibility Test NET
GK4TZZ3QoJY	National Educational Technology Forum NETF
NQOxK8L3Sf0	National Curriculum Framework for Teacher Education NCFTE
HQbUqn70HGo	National Curriculum Framework for School Education NCFSE
CpiZuZVRL44	National Curriculum Framework NCF
Kh5k3oHzUUQ	National Curricular and Pedagogical Framework for Early Childhood Care and Education NCPFECCE
S68u1a_YMiE	National Council for Vocational Education and Training NCVET
OKF0S0crj7s	National Council for Teacher Education NCTE
7Uu-_7zOBl0	National Committee for the Integration of Vocational Education NCIVE
_Y5jeZaZIpI	myopia myofic eye
IAqY-S3nkiE	municipal waste
G33GLIraT7g	negotiate
Ao7ssE3rljE	negative integers
7niqLt0GULw	nectar
Y72dFPvnTsY	nature tourism
Dey2IzamCKA	natural gas
XPg99cPe-Iw	natural gas resources
I6XgRpCV4Wg	National Testing Agency NTA
dtsSHSZCS1w	National Sample Survey Office NSSO
S5RUmbbvUdw	National Research Foundation NRF
8Ahp4xUAdys	National Professional Standards for Teachers NPST
jL2Pcq8Q2z4	norm group
02PzrKOS1QM	non manual expression
_7qXcPbnknY	nitrogen
GzFtkU9g-Eg	nickel
wfZFlMUrlYY	neon
rdkZvvIUHOs	one group pretest post test design
1OvsPLMsCpA	oil spill
Od8Pgy3d-eU	oil slicks
vgjYwe3iaWs	odds
9OIsnO29oHk	Ocean thermal Energy
aBB4cbxHNuM	observer bias
iG2LWCz4cHk	objectives
5_DE08iYK9M	Nursery rhymes
4XaxZDOn0d8	nucleus
-wFvIkUIkE0	Nuclear Energy
suF94ogfYHg	noxious gases
of9R6PREHTo	noun
zdJ-IZD9ZjU	normal hearing sensitivity
7k5Llpvhnng	normal curve
eLKsraUsGWI	norm
cJFURt0AYf0	outcomes
zPs3XToC890	Other Backward Classes OBC
OOot3TnHtpw	organism
zrxhnA_z-vE	organic
nCyMhpfW-tg	organic food
r57FWQtWfZ8	Orbiter
zpETm5PwZyw	orbital direction
EHmTVgFraw0	oral statements
g1cFMch0qvs	optic nerve
0O9ZSvJUaBA	opinion question
-heLIMkSdcw	operational definition
6nXKgVEBN28	Operation
lW2s0ZHA4bU	open response items
ua70MEVyzM8	open class, close class
dSK6_VLE49k	Open and Distance Learning ODL
DPskSnNqt5Y	Pharmacy Council of India PCI
vJ9e2c7449Q	personality
G_eFb28RTfk	Periodically
XxCzvwmFay0	performance based assessments
JTg6BgN-OsE	Performance Assessment, Review and Analysis of Knowledge for Holistic development PARAKH
Tn5yuDCKZ00	perception
jVYdHhQeFBY	peer review
lrIU26Xnvbg	patent
p974fD5M0gk	past tense
Xd7-YUypIR0	passage
wsXsUHlV0lk	paramecium
3HyvcuX5I50	paradigm
UN036GuDg-A	over time
Rcd0r8nwZWA	outline
Kyfw1lXi7wg	outlier
bxCqNV8XFoU	pilot study
Nzath93E_VA	physiology
SrYvWl3QVe0	physical properites
Wzv2GrwnW8E	phrase
kf0MIggQfRo	phosphorus
oyQhzcY-6jw	phonological variation
ho2tXfMxbS8	phoenicians
YsyL0ev91VE	philosophy
sBqljcwSUVk	Phenomenon
7vRk8Mp2X58	poisonous or venom
ZL5WbDlqdXQ	point of intersection
WWRXNekyaFE	pleasure tourism
txcEAgETcqQ	plastids
M0lKBhJBSRc	plant sources and animal sources
MSQoqwcWNbs	pioneer
y_TqAYInwLA	prism
g4DBvKQ3vBk	profound hearing loss
jAWeVYi_Og4	problem statement
4cZ3DXWhHE4	probability
BxJ8Hjg6ytg	principal investigator
9gqNuV_7Pjg	prefix, suffix, circumfix, infix, affix
UsG6yFJF3dk	predictions study
aXuEadOKfcQ	precipitation
rmMi8epTqZk	pragmatics
wDIW1VIKcOg	power station or power plant or power house or generating station or generating plant
7aICY9I0kcI	potassium
67rBvgkBZ8s	potable
Nr5evEpudv8	positive integer
Yw8heCca4W0	position papers
0sHlkytJ0ww	polysemy
DtCeBbFbQ_A	pupil
V9Y_wn6i7Vo	Pupil Teacher Ratio PTR
NlH5MLoh09M	punishment
9asfBHoMpII	publisher
LjYO0KTGq5g	publish
ZIaFqOxIvLQ	public limited company
qFuAIPw3-5E	psychological therapy
ONt39Ft_j6Y	protractor
hYqcwQabS6w	prototype
tKQbYME97F0	protocol
U2efT9oEqAY	prompt
dvaMP3oH5R4	promotion, job promotion, sales promotion
PS-O7j2J9WQ	prokaryotic cells
_JVnwsM1tMU	prokaryotes
dH6eF2itB14	programme evaluation
Il8FKhqzc1c	quotation marks
V-awMF87G7Y	quota
PMMIm6PGXko	question mark
qpEhvCxng1M	qualitative research
